timestamp,id,rating,group_22,ai_track,fall_1,fall_2,fall_3,spring_1,spring_2,spring_3,is_first_time,percentile,group_213,blended_course,is_ml_student
2024-08-13 18:31:49.000,652ee3ccbe60a66f84890fc4506e3111e722b92ad6aa03776427d61cb641ba61,549,2210.0,1.0,Database Systems,Database Systems,Database Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.625925925925926,,,
2024-08-14 17:52:18.000,0509d2ebe6f32b1240df06926f0f5583d8278d2ddb7a3ed1872cfb35fe31c5bd,474,229.0,,SQL Language,Statistical Learning Theory,Fundamentals of Computer Game Development,Stochastic Analysis,Generative Models in Machine Learning (Advanced),Linguistics for Programmers,Yes,0.825925925925926,,,True
2024-08-14 20:41:49.000,c9822d76cb282d189ea9aa3ce92694134b0c0fb0e27ef57d0b09174a0caa47fb,590,225.0,,Distributed Systems,Operating Systems 2,Fundamentals of Tensor Computations,Combinatorial Optimization,Computer Networks,Linguistics for Programmers,Yes,0.5148148148148148,,,
2024-08-14 22:56:36.000,1ebed7a96b21d1ce0a579e461a0bd60155a0970421640eb3d2355c5a44c2fff6,455,2210.0,1.0,Database Systems,Distributed Systems,Scala Programming Language,Go Programming Language,Computer Networks,Quantitative Finance,Yes,0.8833333333333333,,,True
2024-08-14 14:42:14.000,ffe30e6b61eb3a819223305e77c276da9c373aa4a8763f24cef6aba18c260623,697,227.0,,Computer Systems Security,Applied Statistics in Machine Learning,Fundamentals of Information Retrieval,,,,Yes,0.24444444444444446,,,
2024-08-13 22:06:11.000,0d9980a9c8ab55458071eb56ee1991a35d32b33b88fe30264944f496715d52ec,692,226.0,,SQL Language,Microservices Development in Go,SQL Language,Go Programming Language,Computer Networks,Quantitative Finance,Yes,0.2592592592592593,,,
2024-08-13 10:23:16.000,43bf2fec8d21569f8ccd23cb210c678a5b7592df421da360b79ce63e9892d68d,519,2210.0,,Database Systems,Distributed Systems,Microservices Development in Go,,,,Yes,0.7092592592592593,,,
2024-08-14 22:35:10.000,6c4ada0c98dcb2c599b7300e834fe1bf731edce32dc1b8868634d787f6e97a14,463,221.0,,Database Systems,Operating Systems 2,Database Systems,Computer Networks,Data Analytics,Machine Learning 2,Yes,0.8574074074074074,,,
2024-08-14 15:24:02.000,c8884be16fc9e60461a42f6ce08001dcac7ccb0f6d9a0293ecd27c0e5a80edae,557,2210.0,,SQL Language,Computer Systems Security,Database Systems,Computer Networks,Generative Models in Machine Learning (Advanced),Machine Learning 2,Yes,0.6055555555555556,,,
2024-08-12 14:55:37.000,c34b8eccee3b21a7270de57809f80add8ed01a45be756508ff362fc4b0f7a2e4,685,225.0,,Statistical Learning Theory,Microservices Development in Go,Introduction to Data Platforms,Generative Models in Machine Learning (Advanced),Stochastic Analysis,Recommender Systems,Yes,0.2759259259259259,,,True
2024-08-12 13:07:01.000,12cf8adb8993c25f276cfa029955814fe77b2b9de5464eaa956993bc368e37ef,623,226.0,1.0,Database Systems,Database Systems,Database Systems,,,,Yes,0.43148148148148147,,,
2024-08-14 20:15:59.000,c180e1b0c27fc60682fb747a5004290c94804eb0afa638a8f42d8e1a75bcbcc5,640,226.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.38888888888888884,,,
2024-08-11 21:30:09.000,5d74500c681e1d17d1cbcdc107d176e770df6342999cbd9bc975671d70d5cf47,423,221.0,,Database Systems,Operating Systems 2,Computer Systems Security,Computer Networks,Industrial Programming in Java,Combinatorial Optimization,Yes,0.9740740740740741,,,
2024-08-11 22:30:37.000,9ce7660425b7435d3f5f215c3cd44e5dd1d3bcd87e46ffefd3e8d46092bc6138,416,223.0,,Functional Programming,Operating Systems 2,Types in Programming Languages,,,,Yes,0.9962962962962963,,,
2024-08-14 21:10:38.000,11daff8d676cc1cd424d403804ff0b44caa6b22e3d56f8ebe13378eac19d2805,824,227.0,,Applied Statistics in Machine Learning,SQL Language,Operating Systems 2,,,,Yes,0.0037037037037036535,,,
2024-08-13 23:34:59.000,2ecddada077c7c1569c26987099460c755588661e8b628c13eb6694f4a496902,478,221.0,,Database Systems,Microservices Development in Go,Fundamentals of Information Retrieval,Computer Networks,Computer Networks,Computer Networks,Yes,0.8166666666666667,,,
2024-08-11 23:01:34.000,9804b2d1ad973243d05cab548021c13fc50c73cc41f56edd4090438c21cba3ff,454,2210.0,,SQL Language,Decision-Making Under Risk and Uncertainty,Statistical Learning Theory,Data Analytics,Linguistics for Programmers,Applied Machine Learning,Yes,0.8888888888888888,,,True
2024-08-13 23:49:09.000,5c5ec9578bcc882c10adcc2a05ce65c85554f1ea0404e826b760006f079f0490,495,222.0,,Database Systems,Operating Systems 2,Microservices Development in Go,Computer Networks,Computer Networks,Computer Networks,Yes,0.7685185185185185,,,
2024-08-13 14:19:22.000,d74f04744d4eb4e2d3e3d01d65766ad359e2b966c9eda56f037d65e8d3a74a7d,460,226.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.8666666666666667,,,
2024-08-14 14:24:04.000,64554560207a068df2543023d644f244395d5edb55846dbc579afad7d2753369,626,227.0,,Distributed Systems,Functional Programming,Computer Systems Security,Deep Learning in Natural Sciences,Industrial Programming in Java,Stochastic Analysis,Yes,0.42407407407407405,,,True
2024-08-14 22:53:28.000,d41f00051219658f10ba5bd41aba050d1dfd0322507bfe21d658b0ee889b3dba,634,226.0,,Distributed Systems,Introduction to Data Platforms,Microservices Development in Go,Generative Models in Machine Learning (Advanced),Advanced Topics in Machine Learning,Recommender Systems,Yes,0.4,,,True
2024-08-16 19:49:19.000,cf079281c1d79f1da6b5799f57079fc1d185158100fdc858c37ae5584bb6b20b,701,225.0,,Database Systems,Distributed Systems,Fundamentals of Computer Game Development,,,,No,0.2240740740740741,,,
2024-08-11 21:28:42.000,b3f13f6e91d764643fc4799c246df8b32de8545c2eba711fbf427c4b9023dcf8,644,225.0,,Database Systems,Functional Programming,Computer Systems Security,,,,Yes,0.3759259259259259,,,
2024-08-14 02:09:08.000,1d613ea9345f97f01a079aa01f5c452b12a8d1bee7f02ca15253d11e72086235,586,228.0,,Database Systems,Distributed Systems,Operating Systems 2,,,,Yes,0.5222222222222221,,,
2024-08-13 14:16:13.000,e1d3bfb389fd93e4b3a245aad1a3598964169eb04ad179f5ef5a9d13ec94b65a,504,224.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.7444444444444445,,,
2024-08-14 01:38:27.000,7bdcf027ee0ece24cfaf122ac0b503e540020345be0fd842995c76a9c625c8dc,531,223.0,,Statistical Learning Theory,Database Systems,SQL Language,Stochastic Analysis,Time Series Modeling,Generative Models in Machine Learning (Advanced),Yes,0.6777777777777778,,,True
2024-08-14 00:35:41.000,15a368d1368e4fd9b6dc0f2bc9362f20b8cab6a543a1d67d1b8a21dc84ca5ce5,607,222.0,,Fundamentals of Computer Game Development,Database Systems,Microservices Development in Go,Go Programming Language,Industrial Programming in Java,Advanced Topics in Machine Learning,Yes,0.46851851851851856,,,
2024-08-11 23:06:40.000,e1d790906ff0aca7c175724818d29979ff663a100c85b1921c54e0b9684d0fd4,656,223.0,,Database Systems,Operating Systems 2,Microservices Development in Go,Go (Yandex School of Data Analysis),Go Programming Language,Computer Networks,Yes,0.3407407407407408,,,
2024-08-14 08:24:41.000,24bb19d6264544d577e9c50bf1bc410b6322f20b3f81029f3745996e09e66c39,618,226.0,,SQL Language,Introduction to Data Platforms,Microservices Development in Go,Advanced Topics in Machine Learning,Recommender Systems,Linguistics for Programmers,Yes,0.44259259259259254,,,True
2024-08-15 01:29:14.000,e20c5034a8aede3f14a5515ad979395d19ee79a32ce5f823329707ccb5964bfd,749,221.0,,Fundamentals of Information Retrieval,Microservices Development in Go,Introduction to Data Platforms,Data Analytics,Recommender Systems,Time Series Modeling,Yes,0.10555555555555551,,,True
2024-08-11 22:18:04.000,5b0c10396d421887721201dcbc4aa239ae369ee732e631edf6d93b0f371cd559,585,224.0,,Fundamentals of Information Retrieval,Database Systems,Computer Systems Security,Applied Machine Learning,Recommender Systems,Data Analytics,Yes,0.5296296296296297,,,True
2024-08-13 17:13:14.000,dde536ac17554315aa124ef736acf68a3b9569d5aa1f5d3e35a6f9ca55bb0b41,522,226.0,,Database Systems,Microservices Development in Go,Computer Systems Security,Computer Networks,Quantitative Finance,Industrial Programming in Java,Yes,0.7018518518518518,,,
2024-08-14 22:13:48.000,427ca3e803f65cb06fb0eed57069bcb3a010b813d524365c3d488e23fe33e14b,690,224.0,,Applied Statistics in Machine Learning,Scala Programming Language,Computer Systems Security,Generative Models in Machine Learning (Advanced),Stochastic Analysis,Quantitative Finance,Yes,0.2666666666666667,,,
2024-08-13 19:31:46.000,e6b3b61c7e6a0dcdd69e96325d12b2aa4fa8a349e2379bb0d4865e6b88d95cee,680,229.0,,Fundamentals of Computer Game Development,Fundamentals of Information Retrieval,SQL Language,Machine Learning 2,Data Analytics,Linguistics for Programmers,Yes,0.28888888888888886,,,
2024-08-14 21:37:11.000,fe90aa7a0896204cfb47d3fa8c5ee079a22a1f900b6755c3398d8559bc40c724,561,229.0,,Statistical Learning Theory,Fundamentals of Information Retrieval,SQL Language,Advanced Topics in Machine Learning,Applied Machine Learning,Data Analytics,Yes,0.587037037037037,,,True
2024-08-13 20:12:26.000,e4a048f46fdfff2a7db1486f73434494e75befe388b028bcd6923c07a7173bb6,720,2210.0,1.0,Distributed Systems,Applied Statistics in Machine Learning,Fundamentals of Computer Game Development,Machine Learning 2,Deep Learning in Natural Sciences,Advanced Topics in Machine Learning,Yes,0.18333333333333335,,,
2024-08-14 19:24:36.000,03e2f673656b6649c74d58431f7766aeba77c1dcc92fbedf14acc2e301c629aa,641,229.0,,Statistical Learning Theory,SQL Language,Functional Programming,Recommender Systems,Applied Machine Learning,Advanced Topics in Machine Learning,Yes,0.3833333333333333,,,True
2024-08-11 22:04:21.000,2c5191e00e0bad0cc0c3b3fb6e7726bcbb96eb40e08ac7e4652a66076ca9bd76,700,229.0,,Microservices Development in Go,SQL Language,Fundamentals of Computer Game Development,Data Analytics,Quantitative Finance,Time Series Modeling,No,0.2314814814814815,,,
2024-08-14 15:54:57.000,1a09d5aeac4e288fe086cee1bd4fd5e6a5621e4f2a83a623451d83f9d43b71fb,444,222.0,,Database Systems,Operating Systems 2,Microservices Development in Go,,,,Yes,0.9148148148148149,,,
2024-08-14 23:09:49.000,ccf2f5ffff60eadb84c104f9fb794b78577626fe9c18c0fbb90722d4f9cad1f5,439,224.0,,Microservices Development in Go,Scala Programming Language,Distributed Systems,Data Analytics,Recommender Systems,Applied Machine Learning,Yes,0.9277777777777778,,,True
2024-08-15 23:20:48.000,08036beac8f704653d8d9199d305f67de66317557070429a872470951f6a9904,692,229.0,,Fundamentals of Tensor Computations,Integral Equations in Mathematical Modeling,Statistical Learning Theory,,,,Yes,0.2592592592592593,,,
2024-08-13 23:59:32.000,3d580df21f9ec9b262f3cd332894390e26e25d887f152c18f41a5a4944775c25,579,228.0,1.0,Database Systems,Microservices Development in Go,Computer Systems Security,Computer Networks,Computer Networks,Industrial Programming in Java,Yes,0.5425925925925925,,,
2024-08-12 01:26:09.000,8fe4643467fe249fc6c4ee12d62e43843ab43ce47d0500c8eb2d08792dc6d3da,764,225.0,,Decision-Making Under Risk and Uncertainty,Database Systems,Applied Statistics in Machine Learning,Quantitative Finance,Linguistics for Programmers,Data Analytics,Yes,0.07037037037037042,,,
2024-08-14 20:02:44.000,1352462a334f99c93e8946ce1d230d6876b827c1941ff20269ac686723206f49,571,228.0,,Database Systems,Introduction to Data Platforms,Distributed Systems,Recommender Systems,Advanced Topics in Machine Learning,Applied Machine Learning,Yes,0.5629629629629629,,,True
2024-08-14 14:13:50.000,ea7ef403dac559ab7104360e524fabee3d9115649f1142509f6fe76b8dea7ace,611,226.0,,Statistical Learning Theory,Introduction to Data Platforms,Fundamentals of Information Retrieval,Stochastic Analysis,Generative Models in Machine Learning (Advanced),Deep Learning in Natural Sciences,Yes,0.45925925925925926,,,True
2024-08-14 21:03:42.000,c55f5783886325b777c2c86c94c59b8ad63d462654efa34703ce6b1e72db4d5c,744,228.0,,SQL Language,Microservices Development in Go,Fundamentals of Computer Game Development,Computer Networks,Industrial Programming in Java,Industrial Programming in Java,Yes,0.12962962962962965,,,
2024-08-12 10:22:40.000,604e76e66aace348832c0fa1a6144f283142281461525206a8b23da06979089c,519,229.0,,SQL Language,Statistical Learning Theory,Introduction to Data Platforms,Data Analytics,Time Series Modeling,Applied Machine Learning,Yes,0.7092592592592593,,,True
2024-08-11 22:08:13.000,28ce6a62d2662d59823af1f41722c7d83ead11c97ac499b2ea6bd0a27fa9ffde,448,221.0,,Statistical Learning Theory,Fundamentals of Tensor Computations,Functional Programming,,,,Yes,0.9018518518518519,,,
2024-08-13 16:47:30.000,bae0ebbf1acc5e974a43e56b4a707fef37eb021bb02226a0d3855450e631555f,550,222.0,,Database Systems,Functional Programming,Functional Programming,Computer Networks,Quantitative Finance,Combinatorial Optimization,Yes,0.6222222222222222,,,
2024-08-14 15:18:51.000,027ed85baa13164987f5c30f6e4bdcb9c8f6566ca2d09d7bd2e3bf4b485a7928,696,222.0,,Microservices Development in Go,Computer Systems Security,Fundamentals of Information Retrieval,Data Analytics,Applied Machine Learning,Advanced Topics in Machine Learning,Yes,0.25,,,
2024-08-11 21:40:47.000,29b1507eb0e2b983d77f399ae0f741b30177880515722e94f78e95b95e8ad9d6,591,225.0,,Database Systems,Operating Systems 2,Microservices Development in Go,Computer Networks,Computer Networks,Computer Networks,Yes,0.5111111111111111,,,
2024-08-14 23:21:07.000,0c20b37d791c8fc9dbaee20dad30d293608c83de64866ff0517d39ff398be8ee,654,222.0,,Microservices Development in Go,Database Systems,Fundamentals of Tensor Computations,Advanced Topics in Machine Learning,Recommender Systems,Generative Models in Machine Learning (Advanced),Yes,0.34444444444444444,,,True
2024-08-13 13:51:01.000,1bc2e1f524085224216265c7c7d0b8d3a08cee07783b9f061e3563cb47cc7dbb,725,228.0,,Computer Systems Security,Scala Programming Language,Microservices Development in Go,Computer Networks,Linguistics for Programmers,Generative Models in Machine Learning (Advanced),Yes,0.17222222222222228,,,
2024-08-17 15:02:56.000,d7b54bb29ab122401ffe7f56ecb0fa33d9816d18f307f78a071189069916005e,527,228.0,,SQL Language,Fundamentals of Information Retrieval,Statistical Learning Theory,,,,Yes,0.6851851851851851,,,
2024-08-14 22:55:42.000,194eaf21b52441c75d57fff447a5126b0dd1d460060e922577ec2bed8bab8677,478,222.0,,Fundamentals of Tensor Computations,Integral Equations in Mathematical Modeling,Database Systems,Special Topics in Matrix Analysis,Stochastic Analysis,Recommender Systems,Yes,0.8166666666666667,,,True
2024-08-14 19:47:58.000,7c96a6e13d55c8609adbe2e0bb6a6292187b6ee8564ad614b63d91fbbfa53382,765,229.0,,Database Systems,Microservices Development in Go,Distributed Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.06666666666666665,,,
2024-08-13 16:20:09.000,76173ca6253bbea653ac5a08a6deec665b56277a20deae5a6eb53a326297f8d0,791,226.0,,SQL Language,Fundamentals of Computer Game Development,Computer Systems Security,Go Programming Language,Industrial Programming in Java,Quantitative Finance,Yes,0.022222222222222254,,,
2024-08-11 22:15:30.000,a3e86bfe99588ed690f8a756b2be7b4575552b4056f6a62a738bfdba62853543,462,225.0,,Database Systems,Microservices Development in Go,Fundamentals of Computer Game Development,Go Programming Language,Computer Networks,Industrial Programming in Java,Yes,0.8629629629629629,,,
2024-08-13 21:47:05.000,fb428d790947bd8e527b9d2cabc7629d6039a8b8a2e42d4361a67965fdd94913,458,225.0,,Distributed Systems,Fundamentals of Information Retrieval,Statistical Learning Theory,Recommender Systems,Combinatorial Optimization,Generative Models in Machine Learning (Advanced),Yes,0.8740740740740741,,,True
2024-08-14 20:45:41.000,1ac8c3290d194ea958a120a9546b449cb6a98272011a6743f840f1d96ffe4a5f,630,225.0,,Database Systems,Operating Systems 2,Functional Programming,,,,Yes,0.4111111111111111,,,
2024-08-13 23:44:16.000,f677ce236730b156bb7ffdd7b512fd6f39a6f19586c49dcd8e585a325c977131,577,223.0,,Database Systems,Distributed Systems,Introduction to Data Platforms,Data Analytics,Quantitative Finance,Recommender Systems,Yes,0.5555555555555556,,,True
2024-08-14 18:35:57.000,4f78954d1a79b2fa3287619b48325cd207283a90b7683d6cd9b8ed05543e3986,491,229.0,,SQL Language,Microservices Development in Go,Fundamentals of Computer Game Development,Stochastic Analysis,Generative Models in Machine Learning (Advanced),Linguistics for Programmers,Yes,0.7796296296296297,,,True
2024-08-13 19:06:22.000,0e60e06f5750f8601d5fb6f3097a7e77bde69d5dcbfdd06206f17f7052018d72,428,221.0,,Database Systems,Microservices Development in Go,SQL Language,Computer Networks,Data Analytics,Industrial Programming in Java,Yes,0.9537037037037037,,,
2024-08-12 23:25:06.000,82abdfc59476a9e9b3acf5dcc0525df2fe767a0d4440fa8fd451b078dc2f5009,622,221.0,,Database Systems,Fundamentals of Information Retrieval,Types in Programming Languages,Computer Networks,Go Programming Language,Machine Learning 2,Yes,0.437037037037037,,,
2024-08-13 21:12:31.000,d80afbd958cc53a8aa18d9becbc65a3fd08866914c731926447a4d32f1ef9264,542,223.0,,Introduction to Data Platforms,SQL Language,Fundamentals of Information Retrieval,Recommender Systems,Deep Learning in Natural Sciences,Generative Models in Machine Learning (Advanced),Yes,0.6444444444444444,,,True
2024-08-14 21:11:30.000,f30b4a940152857d5cf8ad47da6276bbb89208e6935c8a704747f8567036b452,641,227.0,,Database Systems,Distributed Systems,Computer Systems Security,,,,Yes,0.3833333333333333,,,
2024-08-12 11:03:55.000,9619ce31f6c389d6ccef59ef516c170c70836fdfa592535da89f5b5f1ba5f344,500,228.0,,Database Systems,Microservices Development in Go,Computer Systems Security,,,,Yes,0.7592592592592593,,,
2024-08-14 16:20:33.000,7935540b095acdf82e4baf21202af7afaf27e4ec193766f0143a87639c136dd5,437,224.0,,Fundamentals of Tensor Computations,Statistical Learning Theory,Functional Programming,Stochastic Analysis,Generative Models in Machine Learning (Advanced),Machine Learning 2,Yes,0.9333333333333333,,,True
2024-08-13 18:41:24.000,69880c9dee0394bce1c503024d7fc64afad25fddb8981b79afb800cd84d10726,425,222.0,,Types in Programming Languages,Fundamentals of Information Retrieval,Functional Programming,,,,Yes,0.962962962962963,,,
2024-08-16 17:57:07.000,b66983b0b5afd9771ad6f44cbd6de2d7500d94fcb5e0cd9c607603cf550a21a3,661,229.0,,SQL Language,Fundamentals of Computer Game Development,Microservices Development in Go,Computer Networks,Go Programming Language,Linguistics for Programmers,Yes,0.3296296296296296,,,
2024-08-13 20:10:02.000,4c4bad53bb92a2aab1737a96568f5b78bb2d63bb400100ac075cca2fea2ddba1,682,229.0,,Database Systems,Microservices Development in Go,Distributed Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.2833333333333333,,,
2024-08-14 21:19:44.000,18b7939af7af41025f00fa7257347193f77e82ce5978836653a57729f0fe90dd,623,227.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Go Programming Language,Industrial Programming in Java,Yes,0.43148148148148147,,,
2024-08-14 08:54:18.000,a22d4bef7ffd77cea1cff2ef35e701e2939924437902ce100140425db6f022e6,677,225.0,,SQL Language,Computer Systems Security,Microservices Development in Go,,,,Yes,0.2962962962962963,,,
2024-08-14 07:50:03.000,3a0f97c935ec35ef9451fe1040842c213dc3fa6b1e0a1f9ebc2e145686fae8a5,745,2210.0,,Fundamentals of Computer Game Development,Microservices Development in Go,Distributed Systems,Data Analytics,Machine Learning 2,Generative Models in Machine Learning (Advanced),Yes,0.11851851851851847,,,
2024-08-13 18:06:52.000,df680eec5ed6c654542a440825dd2fb6028b84e840258025fb687217c7f097c5,542,222.0,,Database Systems,Fundamentals of Information Retrieval,Microservices Development in Go,,,,Yes,0.6444444444444444,,,
2024-08-14 19:37:58.000,3f76e87e551dfdd4874cf07501f288c7a7fc179a463d5bd325c4a80a387ab168,725,225.0,,Database Systems,Distributed Systems,Microservices Development in Go,Computer Networks,Go Programming Language,Linguistics for Programmers,Yes,0.17222222222222228,,,
2024-08-13 23:36:40.000,94bf27da5edf5697a440240c3bfcbd12aeba697f97eb094ed333307275fcc736,637,226.0,,SQL Language,Scala Programming Language,Database Systems,Stochastic Analysis,Time Series Modeling,Advanced Topics in Machine Learning,Yes,0.3944444444444445,,,True
2024-08-14 23:02:20.000,259c47604507a8f4c2281c991b8e53ff54906e0df226424c35c677eca6ee2537,712,224.0,,Computer Systems Security,Functional Programming,Types in Programming Languages,Combinatorial Optimization,Stochastic Analysis,Quantitative Finance,Yes,0.19999999999999996,,,
2024-08-20 09:06:02.000,56fe7a974ace3d9db2907da1bcc6ff30a9556b3bf5ef835b67f919a44f9c1c99,759,227.0,1.0,SQL Language,Fundamentals of Information Retrieval,Decision-Making Under Risk and Uncertainty,Machine Learning 2,Applied Machine Learning,Recommender Systems,Yes,0.08148148148148149,,,
2024-08-14 17:45:06.000,44c9ac59a9323780b2b4e08982dd2b53a54bebc05d817db6e9915bf4ad932c24,425,225.0,,Distributed Systems,Operating Systems 2,Fundamentals of Tensor Computations,Stochastic Analysis,Time Series Modeling,Recommender Systems,Yes,0.962962962962963,,,True
2024-08-14 21:52:43.000,5d0e8207e3f62f1b9da9415e276c2e1c77a9f9e756af7d13657addda49a37eab,542,228.0,1.0,SQL Language,Introduction to Data Platforms,Fundamentals of Information Retrieval,Generative Models in Machine Learning (Advanced),Deep Learning in Natural Sciences,Stochastic Analysis,Yes,0.6444444444444444,,,True
2024-08-14 20:35:19.000,7a4c0608c95f12bd610176724ceedc6c34ed4c9df91997d978a7b882aaa0e594,566,223.0,,SQL Language,Microservices Development in Go,Fundamentals of Information Retrieval,Advanced Topics in Machine Learning,Linguistics for Programmers,Computer Networks,Yes,0.575925925925926,,,True
2024-08-14 16:34:47.000,6e30ea53445c6e0744e07989d604c5a44a96df742e204512f03def847a09081b,516,221.0,,Database Systems,Functional Programming,Microservices Development in Go,Go Programming Language,Go Programming Language,Combinatorial Optimization,Yes,0.7148148148148148,,,
2024-08-13 14:20:04.000,60e4940164f5143439ab708ecf274667bfce23c2c80fe6486bb0429d6987a161,706,221.0,,Database Systems,Types in Programming Languages,Operating Systems 2,Computer Networks,Go Programming Language,Combinatorial Optimization,No,0.2148148148148148,,,
2024-08-11 21:14:43.000,54013801d35b7652e68baa943dd0d458639ba0600a478693f60a3ce5c072ad5a,646,2210.0,,Distributed Systems,Database Systems,Operating Systems 2,Computer Networks,Go Programming Language,Quantitative Finance,Yes,0.3666666666666667,,,True
2024-08-13 16:48:47.000,81c81df2ded138c299c303f4441cfc16790f14b691b294ea9251e8f052b322d1,547,2210.0,1.0,Distributed Systems,Fundamentals of Computer Game Development,Introduction to Data Platforms,Advanced Topics in Machine Learning,Industrial Programming in Java,Deep Learning in Natural Sciences,Yes,0.6314814814814815,,,True
2024-08-14 14:50:57.000,f61d7c1761ab8a3f9168f444975243e6b9a2aa4c2be807e166ec7f7620923db1,722,229.0,,Fundamentals of Computer Game Development,SQL Language,Fundamentals of Information Retrieval,Data Analytics,Machine Learning 2,Applied Machine Learning,Yes,0.1777777777777778,,,
2024-08-14 14:01:42.000,6ebd1ea86c654d4547d993c441c7e666be45fb38c275ff6bf4937992faeae074,510,222.0,,Statistical Learning Theory,Fundamentals of Tensor Computations,Integral Equations in Mathematical Modeling,Combinatorial Optimization,Topological Data Analysis,Stochastic Analysis,Yes,0.7296296296296296,,,True
2024-08-14 14:19:17.000,533502eb0afe5af365dd0acbb190e3887a49f3cbf655fade9364816e9580b647,539,229.0,,Fundamentals of Computer Game Development,SQL Language,Fundamentals of Information Retrieval,Machine Learning 2,Recommender Systems,Applied Machine Learning,Yes,0.6592592592592592,,,
